id,name,base_experience,height,weight,types,abilities,moves,hp,attack,defense,special-attack,special-defense,speed,total_stats,primary_type,secondary_type,height_m,weight_kg,bmi,atk_def_ratio,sp_atk_sp_def_ratio
586,sawsbuck-spring,166,19,925,"normal, grass","chlorophyll, sap-sipper, serene-grace","swords-dance, cut, double-kick, jump-kick, sand-attack",80.0,100.0,70.0,60.0,70.0,95.0,475.0,normal,grass,1.9,92.5,25.623268698060944,1.4285714285714286,0.8571428571428571
587,emolga,150,4,50,"electric, flying","static, motor-drive","cut, tail-whip, solar-beam, thunder-shock, thunderbolt",55.0,75.0,60.0,75.0,60.0,103.0,428.0,electric,flying,0.4,5.0,31.249999999999993,1.25,1.25
588,karrablast,63,5,59,bug,"swarm, shed-skin, no-guard","swords-dance, cut, headbutt, horn-attack, fury-attack",50.0,75.0,45.0,40.0,45.0,60.0,315.0,bug,,0.5,5.9,23.6,1.6666666666666667,0.8888888888888888
589,escavalier,173,10,330,"bug, steel","swarm, shell-armor, overcoat","swords-dance, cut, headbutt, fury-attack, take-down",70.0,135.0,105.0,60.0,105.0,20.0,495.0,bug,steel,1.0,33.0,33.0,1.2857142857142858,0.5714285714285714
590,foongus,59,2,10,"grass, poison","effect-spore, regenerator","body-slam, absorb, mega-drain, growth, solar-beam",69.0,55.0,45.0,55.0,55.0,15.0,294.0,grass,poison,0.2,1.0,24.999999999999996,1.2222222222222223,1.0
591,amoonguss,162,6,105,"grass, poison","effect-spore, regenerator","body-slam, hyper-beam, absorb, mega-drain, growth",114.0,85.0,70.0,85.0,80.0,30.0,464.0,grass,poison,0.6,10.5,29.166666666666668,1.2142857142857142,1.0625
592,frillish,67,12,330,"water, ghost","water-absorb, cursed-body, damp","bind, poison-sting, mist, water-gun, hydro-pump",55.0,40.0,50.0,65.0,85.0,40.0,335.0,water,ghost,1.2,33.0,22.916666666666668,0.8,0.7647058823529411
593,jellicent,168,22,1350,"water, ghost","water-absorb, cursed-body, damp","bind, poison-sting, water-gun, hydro-pump, surf",100.0,60.0,70.0,85.0,105.0,60.0,480.0,water,ghost,2.2,135.0,27.89256198347107,0.8571428571428571,0.8095238095238095
594,alomomola,165,12,316,water,"healer, hydration, regenerator","pound, double-slap, body-slam, take-down, mist",165.0,75.0,80.0,40.0,45.0,65.0,470.0,water,,1.2,31.6,21.944444444444446,0.9375,0.8888888888888888
595,joltik,64,1,6,"bug, electric","compound-eyes, unnerve, swarm","cut, poison-sting, pin-missile, disable, absorb",50.0,47.0,50.0,57.0,50.0,65.0,319.0,bug,electric,0.1,0.6,59.999999999999986,0.94,1.14
596,galvantula,165,8,143,"bug, electric","compound-eyes, unnerve, swarm","cut, poison-sting, pin-missile, hyper-beam, absorb",70.0,77.0,60.0,97.0,60.0,108.0,472.0,bug,electric,0.8,14.3,22.343749999999996,1.2833333333333334,1.6166666666666667
597,ferroseed,61,6,188,"grass, steel",iron-barbs,"tackle, pin-missile, leech-seed, solar-beam, thunderbolt",44.0,50.0,91.0,24.0,86.0,10.0,305.0,grass,steel,0.6,18.8,52.22222222222223,0.5494505494505495,0.27906976744186046
598,ferrothorn,171,10,1100,"grass, steel","iron-barbs, anticipation","swords-dance, cut, tackle, pin-missile, hyper-beam",74.0,94.0,131.0,54.0,116.0,20.0,489.0,grass,steel,1.0,110.0,110.0,0.7175572519083969,0.46551724137931033
599,klink,60,3,210,steel,"plus, minus, clear-body","vice-grip, bind, hyper-beam, thunder-shock, thunderbolt",40.0,55.0,70.0,45.0,60.0,30.0,300.0,steel,,0.3,21.0,233.33333333333334,0.7857142857142857,0.75
600,klang,154,6,510,steel,"plus, minus, clear-body","vice-grip, bind, hyper-beam, thunder-shock, thunderbolt",60.0,80.0,95.0,70.0,85.0,50.0,440.0,steel,,0.6,51.0,141.66666666666669,0.8421052631578947,0.8235294117647058
601,klinklang,234,6,810,steel,"plus, minus, clear-body","vice-grip, bind, hyper-beam, thunder-shock, thunderbolt",60.0,100.0,115.0,70.0,85.0,90.0,520.0,steel,,0.6,81.0,225.0,0.8695652173913043,0.8235294117647058
602,tynamo,55,2,3,electric,levitate,"tackle, thunder-wave, spark, charge, knock-off",35.0,55.0,40.0,45.0,40.0,60.0,275.0,electric,,0.2,0.3,7.499999999999998,1.375,1.125
603,eelektrik,142,12,220,electric,levitate,"bind, headbutt, body-slam, take-down, thrash",65.0,85.0,70.0,75.0,70.0,40.0,405.0,electric,,1.2,22.0,15.277777777777779,1.2142857142857142,1.0714285714285714
604,eelektross,232,21,805,electric,levitate,"fire-punch, thunder-punch, cut, bind, headbutt",85.0,115.0,80.0,105.0,80.0,50.0,515.0,electric,,2.1,80.5,18.253968253968253,1.4375,1.3125
605,elgyem,67,5,90,psychic,"telepathy, synchronize, analytic","headbutt, growl, disable, psybeam, thunderbolt",55.0,55.0,55.0,85.0,55.0,30.0,335.0,psychic,,0.5,9.0,36.0,1.0,1.5454545454545454
606,beheeyem,170,10,345,psychic,"telepathy, synchronize, analytic","headbutt, growl, psybeam, hyper-beam, thunderbolt",75.0,75.0,75.0,125.0,95.0,40.0,485.0,psychic,,1.0,34.5,34.5,1.0,1.3157894736842106
607,litwick,55,3,31,"ghost, fire","flash-fire, flame-body, infiltrator","acid, ember, flamethrower, solar-beam, fire-spin",50.0,30.0,55.0,65.0,55.0,20.0,275.0,ghost,fire,0.3,3.1,34.44444444444445,0.5454545454545454,1.1818181818181819
608,lampent,130,6,130,"ghost, fire","flash-fire, flame-body, infiltrator","ember, flamethrower, solar-beam, fire-spin, toxic",60.0,40.0,60.0,95.0,60.0,55.0,370.0,ghost,fire,0.6,13.0,36.111111111111114,0.6666666666666666,1.5833333333333333
609,chandelure,234,10,343,"ghost, fire","flash-fire, flame-body, infiltrator","ember, flamethrower, hyper-beam, solar-beam, fire-spin",60.0,55.0,90.0,145.0,90.0,80.0,520.0,ghost,fire,1.0,34.3,34.3,0.6111111111111112,1.6111111111111112
610,axew,64,6,180,dragon,"rivalry, mold-breaker, unnerve","scratch, guillotine, razor-wind, swords-dance, cut",46.0,87.0,60.0,30.0,40.0,57.0,320.0,dragon,,0.6,18.0,50.0,1.45,0.75
611,fraxure,144,10,360,dragon,"rivalry, mold-breaker, unnerve","scratch, guillotine, swords-dance, cut, take-down",66.0,117.0,70.0,40.0,50.0,67.0,410.0,dragon,,1.0,36.0,36.0,1.6714285714285715,0.8
612,haxorus,243,18,1055,dragon,"rivalry, mold-breaker, unnerve","scratch, guillotine, swords-dance, cut, body-slam",76.0,147.0,90.0,60.0,70.0,97.0,540.0,dragon,,1.8,105.5,32.56172839506173,1.6333333333333333,0.8571428571428571
613,cubchoo,61,5,85,ice,"snow-cloak, slush-rush, rattled","mega-punch, ice-punch, cut, mega-kick, body-slam",55.0,70.0,40.0,60.0,40.0,40.0,305.0,ice,,0.5,8.5,34.0,1.75,1.5
614,beartic,177,26,2600,ice,"snow-cloak, slush-rush, swift-swim","mega-punch, ice-punch, swords-dance, cut, mega-kick",95.0,130.0,80.0,70.0,80.0,50.0,505.0,ice,,2.6,260.0,38.46153846153846,1.625,0.875
615,cryogonal,180,11,1480,ice,levitate,"bind, body-slam, take-down, mist, ice-beam",80.0,50.0,50.0,95.0,135.0,105.0,515.0,ice,,1.1,148.0,122.31404958677685,1.0,0.7037037037037037
616,shelmet,61,4,77,bug,"hydration, shell-armor, overcoat","body-slam, double-edge, acid, absorb, mega-drain",50.0,40.0,85.0,40.0,65.0,25.0,305.0,bug,,0.4,7.7,48.12499999999999,0.47058823529411764,0.6153846153846154
617,accelgor,173,8,253,bug,"hydration, sticky-hold, unburden","body-slam, acid, hyper-beam, absorb, mega-drain",80.0,70.0,40.0,100.0,60.0,145.0,495.0,bug,,0.8,25.3,39.53124999999999,1.75,1.6666666666666667
618,stunfisk,165,7,110,"ground, electric","static, limber, sand-veil","tackle, water-gun, surf, thunder-shock, thunderbolt",109.0,66.0,84.0,81.0,99.0,32.0,471.0,ground,electric,0.7,11.0,22.44897959183674,0.7857142857142857,0.8181818181818182
619,mienfoo,70,9,200,fighting,"inner-focus, regenerator, reckless","pound, double-slap, mega-punch, swords-dance, mega-kick",45.0,85.0,50.0,55.0,50.0,65.0,350.0,fighting,,0.9,20.0,24.691358024691358,1.7,1.1
620,mienshao,179,14,355,fighting,"inner-focus, regenerator, reckless","pound, double-slap, mega-punch, swords-dance, mega-kick",65.0,125.0,60.0,95.0,60.0,105.0,510.0,fighting,,1.4,35.5,18.112244897959187,2.0833333333333335,1.5833333333333333
621,druddigon,170,16,1390,dragon,"rough-skin, sheer-force, mold-breaker","mega-punch, fire-punch, thunder-punch, scratch, cut",77.0,120.0,90.0,60.0,90.0,48.0,485.0,dragon,,1.6,139.0,54.29687499999999,1.3333333333333333,0.6666666666666666
622,golett,61,10,920,"ground, ghost","iron-fist, klutz, no-guard","pound, mega-punch, fire-punch, ice-punch, thunder-punch",59.0,74.0,50.0,35.0,50.0,35.0,303.0,ground,ghost,1.0,92.0,92.0,1.48,0.7
623,golurk,169,28,3300,"ground, ghost","iron-fist, klutz, no-guard","pound, mega-punch, fire-punch, ice-punch, thunder-punch",89.0,124.0,80.0,55.0,80.0,55.0,483.0,ground,ghost,2.8,330.0,42.091836734693885,1.55,0.6875
624,pawniard,68,5,102,"dark, steel","defiant, inner-focus, pressure","scratch, guillotine, swords-dance, cut, headbutt",45.0,85.0,70.0,40.0,40.0,60.0,340.0,dark,steel,0.5,10.2,40.8,1.2142857142857142,1.0
625,bisharp,172,16,700,"dark, steel","defiant, inner-focus, pressure","scratch, guillotine, swords-dance, cut, take-down",65.0,125.0,100.0,60.0,70.0,70.0,490.0,dark,steel,1.6,70.0,27.343749999999996,1.25,0.8571428571428571
626,bouffalant,172,16,946,normal,"reckless, sap-sipper, soundproof","swords-dance, cut, stomp, headbutt, horn-attack",95.0,110.0,95.0,40.0,95.0,55.0,490.0,normal,,1.6,94.6,36.95312499999999,1.1578947368421053,0.42105263157894735
627,rufflet,70,5,105,"normal, flying","keen-eye, sheer-force, hustle","cut, wing-attack, whirlwind, fly, fury-attack",70.0,83.0,50.0,37.0,50.0,60.0,350.0,normal,flying,0.5,10.5,42.0,1.66,0.74
628,braviary,179,15,410,"normal, flying","keen-eye, sheer-force, defiant","cut, wing-attack, whirlwind, fly, fury-attack",100.0,123.0,75.0,57.0,75.0,80.0,510.0,normal,flying,1.5,41.0,18.22222222222222,1.64,0.76
629,vullaby,74,5,90,"dark, flying","big-pecks, overcoat, weak-armor","cut, gust, whirlwind, fly, fury-attack",70.0,55.0,75.0,45.0,65.0,60.0,370.0,dark,flying,0.5,9.0,36.0,0.7333333333333333,0.6923076923076923
630,mandibuzz,179,12,395,"dark, flying","big-pecks, overcoat, weak-armor","cut, gust, whirlwind, fly, fury-attack",110.0,65.0,105.0,55.0,95.0,80.0,510.0,dark,flying,1.2,39.5,27.430555555555557,0.6190476190476191,0.5789473684210527
631,heatmor,169,14,580,fire,"gluttony, flash-fire, white-smoke","fire-punch, thunder-punch, cut, bind, tackle",85.0,97.0,66.0,105.0,66.0,65.0,484.0,fire,,1.4,58.0,29.59183673469388,1.4696969696969697,1.5909090909090908
632,durant,169,3,330,"bug, steel","swarm, hustle, truant","vice-grip, guillotine, cut, sand-attack, bite",58.0,109.0,112.0,48.0,48.0,109.0,484.0,bug,steel,0.3,33.0,366.6666666666667,0.9732142857142857,1.0
633,deino,60,8,173,"dark, dragon",hustle,"slam, headbutt, tackle, body-slam, take-down",52.0,65.0,50.0,45.0,50.0,38.0,300.0,dark,dragon,0.8,17.3,27.031249999999996,1.3,0.9
634,zweilous,147,14,500,"dark, dragon",hustle,"slam, headbutt, tackle, body-slam, take-down",72.0,85.0,70.0,65.0,70.0,58.0,420.0,dark,dragon,1.4,50.0,25.510204081632658,1.2142857142857142,0.9285714285714286
635,hydreigon,270,18,1600,"dark, dragon",levitate,"fly, slam, headbutt, tackle, body-slam",92.0,105.0,90.0,125.0,90.0,98.0,600.0,dark,dragon,1.8,160.0,49.382716049382715,1.1666666666666667,1.3888888888888888
636,larvesta,72,11,288,"bug, fire","flame-body, swarm","body-slam, take-down, thrash, double-edge, ember",55.0,85.0,55.0,50.0,55.0,60.0,360.0,bug,fire,1.1,28.8,23.80165289256198,1.5454545454545454,0.9090909090909091
637,volcarona,248,16,460,"bug, fire","flame-body, swarm","gust, whirlwind, fly, body-slam, take-down",85.0,60.0,65.0,135.0,105.0,100.0,550.0,bug,fire,1.6,46.0,17.968749999999996,0.9230769230769231,1.2857142857142858
638,cobalion,261,21,2500,"steel, fighting",justified,"swords-dance, cut, double-kick, body-slam, take-down",91.0,90.0,129.0,90.0,72.0,108.0,580.0,steel,fighting,2.1,250.0,56.68934240362812,0.6976744186046512,1.25
639,terrakion,261,19,2600,"rock, fighting",justified,"swords-dance, cut, double-kick, body-slam, take-down",91.0,129.0,90.0,72.0,90.0,108.0,580.0,rock,fighting,1.9,260.0,72.02216066481995,1.4333333333333333,0.8
640,virizion,261,20,2000,"grass, fighting",justified,"swords-dance, cut, double-kick, body-slam, take-down",91.0,90.0,72.0,90.0,129.0,108.0,580.0,grass,fighting,2.0,200.0,50.0,1.25,0.6976744186046512
641,tornadus-incarnate,261,15,630,flying,"prankster, defiant","gust, fly, tackle, body-slam, take-down",79.0,115.0,70.0,125.0,80.0,111.0,580.0,flying,,1.5,63.0,28.0,1.6428571428571428,1.5625
642,thundurus-incarnate,261,15,610,"electric, flying","prankster, defiant","thunder-punch, fly, tackle, body-slam, take-down",79.0,115.0,70.0,125.0,80.0,111.0,580.0,electric,flying,1.5,61.0,27.11111111111111,1.6428571428571428,1.5625
643,reshiram,306,32,3300,"dragon, fire",turboblaze,"cut, fly, body-slam, take-down, double-edge",100.0,120.0,100.0,150.0,120.0,90.0,680.0,dragon,fire,3.2,330.0,32.22656249999999,1.2,1.25
644,zekrom,306,29,3450,"dragon, electric",teravolt,"thunder-punch, cut, fly, body-slam, take-down",100.0,150.0,120.0,120.0,100.0,90.0,680.0,dragon,electric,2.9,345.0,41.02259215219976,1.25,1.2
645,landorus-incarnate,270,15,680,"ground, flying","sand-force, sheer-force","swords-dance, fly, tackle, body-slam, take-down",89.0,125.0,90.0,115.0,80.0,101.0,600.0,ground,flying,1.5,68.0,30.22222222222222,1.3888888888888888,1.4375
646,kyurem,297,30,3250,"dragon, ice",pressure,"cut, fly, body-slam, take-down, roar",125.0,130.0,90.0,130.0,90.0,95.0,660.0,dragon,ice,3.0,325.0,36.111111111111114,1.4444444444444444,1.4444444444444444
647,keldeo-ordinary,261,14,485,"water, fighting",justified,"swords-dance, cut, double-kick, take-down, double-edge",91.0,72.0,90.0,129.0,90.0,108.0,580.0,water,fighting,1.4,48.5,24.744897959183678,0.8,1.4333333333333333
648,meloetta-aria,270,6,65,"normal, psychic",serene-grace,"fire-punch, ice-punch, thunder-punch, swords-dance, sing",100.0,77.0,77.0,128.0,128.0,90.0,600.0,normal,psychic,0.6,6.5,18.055555555555557,1.0,1.0
649,genesect,270,15,825,"bug, steel",download,"fly, flamethrower, ice-beam, blizzard, hyper-beam",71.0,120.0,95.0,120.0,95.0,99.0,600.0,bug,steel,1.5,82.5,36.666666666666664,1.263157894736842,1.263157894736842
650,chespin,63,4,90,grass,"overgrow, bulletproof","thunder-punch, swords-dance, cut, vine-whip, tackle",56.0,61.0,65.0,48.0,45.0,38.0,313.0,grass,,0.4,9.0,56.249999999999986,0.9384615384615385,1.0666666666666667
651,quilladin,142,7,290,grass,"overgrow, bulletproof","thunder-punch, swords-dance, cut, vine-whip, tackle",61.0,78.0,95.0,56.0,58.0,57.0,405.0,grass,,0.7,29.0,59.18367346938776,0.8210526315789474,0.9655172413793104
652,chesnaught,239,16,900,"grass, fighting","overgrow, bulletproof","thunder-punch, swords-dance, cut, vine-whip, tackle",88.0,107.0,122.0,74.0,75.0,64.0,530.0,grass,fighting,1.6,90.0,35.15624999999999,0.8770491803278688,0.9866666666666667
653,fennekin,61,4,94,fire,"blaze, magician","scratch, cut, take-down, tail-whip, ember",40.0,45.0,40.0,62.0,60.0,60.0,307.0,fire,,0.4,9.4,58.74999999999999,1.125,1.0333333333333334
654,braixen,143,10,145,fire,"blaze, magician","fire-punch, thunder-punch, scratch, cut, take-down",59.0,59.0,58.0,90.0,70.0,73.0,409.0,fire,,1.0,14.5,14.5,1.0172413793103448,1.2857142857142858
655,delphox,240,15,390,"fire, psychic","blaze, magician","fire-punch, thunder-punch, scratch, cut, take-down",75.0,69.0,72.0,114.0,100.0,104.0,534.0,fire,psychic,1.5,39.0,17.333333333333332,0.9583333333333334,1.14
656,froakie,63,3,70,water,"torrent, protean","pound, cut, take-down, growl, water-gun",41.0,56.0,40.0,62.0,44.0,71.0,314.0,water,,0.3,7.0,77.77777777777779,1.4,1.4090909090909092
657,frogadier,142,6,109,water,"torrent, protean","pound, ice-punch, swords-dance, cut, take-down",54.0,63.0,52.0,83.0,56.0,97.0,405.0,water,,0.6,10.9,30.27777777777778,1.2115384615384615,1.4821428571428572
658,greninja,239,15,400,"water, dark","torrent, protean","pound, ice-punch, swords-dance, cut, take-down",72.0,95.0,67.0,103.0,71.0,122.0,530.0,water,dark,1.5,40.0,17.77777777777778,1.4179104477611941,1.4507042253521127
659,bunnelby,47,4,50,normal,"pickup, cheek-pouch, huge-power","double-slap, swords-dance, cut, double-kick, tackle",38.0,36.0,38.0,32.0,36.0,57.0,237.0,normal,,0.4,5.0,31.249999999999993,0.9473684210526315,0.8888888888888888
660,diggersby,148,10,424,"normal, ground","pickup, cheek-pouch, huge-power","double-slap, mega-punch, fire-punch, ice-punch, thunder-punch",85.0,56.0,77.0,50.0,77.0,78.0,423.0,normal,ground,1.0,42.4,42.4,0.7272727272727273,0.6493506493506493
661,fletchling,56,3,17,"normal, flying","big-pecks, gale-wings","razor-wind, swords-dance, fly, tackle, take-down",45.0,50.0,43.0,40.0,38.0,62.0,278.0,normal,flying,0.3,1.7,18.88888888888889,1.1627906976744187,1.0526315789473684
662,fletchinder,134,7,160,"fire, flying","flame-body, gale-wings","razor-wind, swords-dance, fly, tackle, take-down",62.0,73.0,55.0,56.0,52.0,84.0,382.0,fire,flying,0.7,16.0,32.653061224489804,1.3272727272727274,1.0769230769230769
663,talonflame,175,12,245,"fire, flying","flame-body, gale-wings","razor-wind, swords-dance, fly, tackle, take-down",78.0,81.0,71.0,74.0,69.0,126.0,499.0,fire,flying,1.2,24.5,17.01388888888889,1.1408450704225352,1.0724637681159421
664,scatterbug-icy-snow,40,3,25,bug,"shield-dust, compound-eyes, friend-guard","tackle, poison-powder, stun-spore, string-shot, bug-bite",38.0,35.0,40.0,27.0,25.0,35.0,200.0,bug,,0.3,2.5,27.77777777777778,0.875,1.08
665,spewpa-icy-snow,75,3,84,bug,"shed-skin, friend-guard","harden, protect, iron-defense, bug-bite, struggle-bug",45.0,22.0,60.0,27.0,30.0,29.0,213.0,bug,,0.3,8.4,93.33333333333334,0.36666666666666664,0.9
666,vivillon-meadow,185,12,170,"bug, flying","shield-dust, compound-eyes, friend-guard","gust, supersonic, psybeam, hyper-beam, solar-beam",80.0,52.0,50.0,90.0,50.0,89.0,411.0,bug,flying,1.2,17.0,11.805555555555555,1.04,1.8
667,litleo,74,6,135,"fire, normal","rivalry, unnerve, moxie","headbutt, tackle, body-slam, take-down, double-edge",62.0,50.0,58.0,73.0,54.0,72.0,369.0,fire,normal,0.6,13.5,37.5,0.8620689655172413,1.3518518518518519
668,pyroar,177,15,815,"fire, normal","rivalry, unnerve, moxie","headbutt, tackle, body-slam, take-down, double-edge",86.0,68.0,72.0,109.0,66.0,106.0,507.0,fire,normal,1.5,81.5,36.22222222222222,0.9444444444444444,1.6515151515151516
669,flabebe-red,61,1,1,fairy,"flower-veil, symbiosis","vine-whip, tackle, razor-leaf, solar-beam, petal-dance",44.0,38.0,39.0,61.0,79.0,42.0,303.0,fairy,,0.1,0.1,9.999999999999998,0.9743589743589743,0.7721518987341772
670,floette-red,130,2,9,fairy,"flower-veil, symbiosis","vine-whip, tackle, razor-leaf, solar-beam, petal-dance",54.0,45.0,47.0,75.0,98.0,52.0,371.0,fairy,,0.2,0.9,22.499999999999996,0.9574468085106383,0.7653061224489796
671,florges-red,248,11,100,fairy,"flower-veil, symbiosis","hyper-beam, solar-beam, petal-dance, toxic, psychic",78.0,65.0,68.0,112.0,154.0,75.0,552.0,fairy,,1.1,10.0,8.264462809917354,0.9558823529411765,0.7272727272727273
672,skiddo,70,9,310,grass,"sap-sipper, grass-pelt","vine-whip, tackle, body-slam, take-down, double-edge",66.0,65.0,48.0,62.0,57.0,52.0,350.0,grass,,0.9,31.0,38.2716049382716,1.3541666666666667,1.087719298245614
673,gogoat,186,17,910,grass,"sap-sipper, grass-pelt","vine-whip, tackle, body-slam, take-down, double-edge",123.0,100.0,62.0,97.0,81.0,68.0,531.0,grass,,1.7,91.0,31.487889273356405,1.6129032258064515,1.1975308641975309
674,pancham,70,6,80,fighting,"iron-fist, mold-breaker, scrappy","karate-chop, comet-punch, mega-punch, fire-punch, ice-punch",67.0,82.0,62.0,46.0,48.0,43.0,348.0,fighting,,0.6,8.0,22.22222222222222,1.3225806451612903,0.9583333333333334
675,pangoro,173,21,1360,"fighting, dark","iron-fist, mold-breaker, scrappy","karate-chop, comet-punch, mega-punch, fire-punch, ice-punch",95.0,124.0,78.0,69.0,71.0,58.0,495.0,fighting,dark,2.1,136.0,30.839002267573694,1.5897435897435896,0.971830985915493
676,furfrou-natural,165,12,280,normal,fur-coat,"sand-attack, headbutt, tackle, take-down, tail-whip",75.0,80.0,60.0,65.0,90.0,102.0,472.0,normal,,1.2,28.0,19.444444444444446,1.3333333333333333,0.7222222222222222
677,espurr,71,3,35,psychic,"keen-eye, infiltrator, own-tempo","pay-day, scratch, cut, leer, psybeam",62.0,48.0,54.0,63.0,60.0,68.0,355.0,psychic,,0.3,3.5,38.88888888888889,0.8888888888888888,1.05
678,meowstic-male,163,6,85,psychic,"keen-eye, infiltrator, prankster","pay-day, scratch, cut, leer, psybeam",74.0,48.0,76.0,83.0,81.0,104.0,466.0,psychic,,0.6,8.5,23.61111111111111,0.631578947368421,1.0246913580246915
679,honedge,65,8,20,"steel, ghost",no-guard,"swords-dance, cut, tackle, toxic, screech",45.0,80.0,100.0,35.0,37.0,28.0,325.0,steel,ghost,0.8,2.0,3.1249999999999996,0.8,0.9459459459459459
680,doublade,157,8,45,"steel, ghost",no-guard,"swords-dance, cut, tackle, toxic, screech",59.0,110.0,150.0,45.0,49.0,35.0,448.0,steel,ghost,0.8,4.5,7.031249999999998,0.7333333333333333,0.9183673469387755
681,aegislash-shield,234,17,530,"steel, ghost",stance-change,"swords-dance, cut, tackle, hyper-beam, toxic",60.0,50.0,140.0,50.0,140.0,60.0,500.0,steel,ghost,1.7,53.0,18.339100346020764,0.35714285714285715,0.35714285714285715
682,spritzee,68,2,5,fairy,"healer, aroma-veil","disable, thunderbolt, toxic, psychic, double-team",78.0,52.0,60.0,63.0,65.0,23.0,341.0,fairy,,0.2,0.5,12.499999999999998,0.8666666666666667,0.9692307692307692
683,aromatisse,162,8,155,fairy,"healer, aroma-veil","hyper-beam, thunderbolt, thunder, toxic, psychic",101.0,72.0,72.0,99.0,89.0,29.0,462.0,fairy,,0.8,15.5,24.218749999999996,1.0,1.1123595505617978
684,swirlix,68,4,35,fairy,"sweet-veil, unburden","tackle, flamethrower, surf, string-shot, thunderbolt",62.0,48.0,66.0,59.0,57.0,49.0,341.0,fairy,,0.4,3.5,21.874999999999996,0.7272727272727273,1.0350877192982457
685,slurpuff,168,8,50,fairy,"sweet-veil, unburden","tackle, flamethrower, surf, hyper-beam, string-shot",82.0,80.0,86.0,85.0,75.0,72.0,480.0,fairy,,0.8,5.0,7.812499999999998,0.9302325581395349,1.1333333333333333
686,inkay,58,4,35,"dark, psychic","contrary, suction-cups, infiltrator","cut, bind, tackle, wrap, disable",53.0,54.0,53.0,37.0,46.0,45.0,288.0,dark,psychic,0.4,3.5,21.874999999999996,1.0188679245283019,0.8043478260869565
687,malamar,169,15,470,"dark, psychic","contrary, suction-cups, infiltrator","cut, bind, tackle, wrap, disable",86.0,92.0,88.0,68.0,75.0,73.0,482.0,dark,psychic,1.5,47.0,20.88888888888889,1.0454545454545454,0.9066666666666666
688,binacle,61,5,310,"rock, water","tough-claws, sniper, pickpocket","scratch, swords-dance, cut, sand-attack, water-gun",42.0,52.0,67.0,39.0,56.0,50.0,306.0,rock,water,0.5,31.0,124.0,0.7761194029850746,0.6964285714285714
689,barbaracle,175,13,960,"rock, water","tough-claws, sniper, pickpocket","scratch, swords-dance, cut, sand-attack, water-gun",72.0,105.0,115.0,54.0,86.0,68.0,500.0,rock,water,1.3,96.0,56.80473372781064,0.9130434782608695,0.627906976744186
690,skrelp,64,5,73,"poison, water","poison-point, poison-touch, adaptability","tackle, take-down, tail-whip, acid, water-gun",50.0,60.0,60.0,60.0,60.0,30.0,320.0,poison,water,0.5,7.3,29.2,1.0,1.0
691,dragalge,173,18,815,"poison, dragon","poison-point, poison-touch, adaptability","tackle, take-down, tail-whip, acid, water-gun",65.0,75.0,90.0,97.0,123.0,44.0,494.0,poison,dragon,1.8,81.5,25.15432098765432,0.8333333333333334,0.7886178861788617
692,clauncher,66,5,83,water,mega-launcher,"vice-grip, swords-dance, cut, take-down, water-gun",50.0,53.0,62.0,58.0,63.0,44.0,330.0,water,,0.5,8.3,33.2,0.8548387096774194,0.9206349206349206
693,clawitzer,100,13,353,water,mega-launcher,"vice-grip, swords-dance, cut, body-slam, take-down",71.0,73.0,88.0,120.0,89.0,59.0,500.0,water,,1.3,35.3,20.887573964497037,0.8295454545454546,1.348314606741573
694,helioptile,58,5,60,"electric, normal","dry-skin, sand-veil, solar-power","pound, razor-wind, cut, tail-whip, surf",44.0,38.0,33.0,61.0,43.0,70.0,289.0,electric,normal,0.5,6.0,24.0,1.1515151515151516,1.4186046511627908
695,heliolisk,168,10,210,"electric, normal","dry-skin, sand-veil, solar-power","pound, mega-punch, fire-punch, thunder-punch, razor-wind",62.0,55.0,52.0,109.0,94.0,109.0,481.0,electric,normal,1.0,21.0,21.0,1.0576923076923077,1.1595744680851063
696,tyrunt,72,8,260,"rock, dragon","strong-jaw, sturdy","stomp, horn-drill, tackle, body-slam, thrash",58.0,89.0,77.0,45.0,45.0,48.0,362.0,rock,dragon,0.8,26.0,40.62499999999999,1.155844155844156,1.0
697,tyrantrum,182,25,2700,"rock, dragon","strong-jaw, rock-head","stomp, horn-drill, tackle, body-slam, thrash",82.0,121.0,119.0,69.0,59.0,71.0,521.0,rock,dragon,2.5,270.0,43.2,1.0168067226890756,1.1694915254237288
698,amaura,72,13,252,"rock, ice","refrigerate, snow-warning","body-slam, take-down, growl, roar, mist",77.0,59.0,50.0,67.0,63.0,46.0,362.0,rock,ice,1.3,25.2,14.911242603550294,1.18,1.0634920634920635
699,aurorus,104,27,2250,"rock, ice","refrigerate, snow-warning","body-slam, take-down, growl, roar, mist",123.0,77.0,72.0,99.0,92.0,58.0,521.0,rock,ice,2.7,225.0,30.864197530864192,1.0694444444444444,1.076086956521739
700,sylveon,184,10,235,fairy,"cute-charm, pixilate","pay-day, cut, sand-attack, tackle, body-slam",95.0,65.0,65.0,110.0,130.0,60.0,525.0,fairy,,1.0,23.5,23.5,1.0,0.8461538461538461
701,hawlucha,175,8,215,"fighting, flying","limber, unburden, mold-breaker","karate-chop, mega-punch, fire-punch, thunder-punch, swords-dance",78.0,92.0,75.0,74.0,63.0,118.0,500.0,fighting,flying,0.8,21.5,33.59374999999999,1.2266666666666666,1.1746031746031746
